username,handle,tweet_text,time
RT America,@RT_America,Mega Merger: Impact of AT&T’s Time Warner Acquisition (VIDEO) https://youtu.be/WRTD3z9dqqs@ManilaChan #ATT #TimeWarner #ATTTimeWarner #Atttimewarnermerger,2018-06-13T02:11:46.000Z
RT America,@RT_America,"‘Threat to Americans’: AT&T, Time Warner merger consolidates media (VIDEO) https://youtu.be/8iGA6irMQvs@ManilaChan @americaslawyer#ATT #ATTTimeWarner #ATTTimeWarnerMerger #TimeWarner #TimeWarnerATT",2018-06-13T01:02:08.000Z
AppleInsider,@appleinsider,Judge rules @ATT can complete $85B acquisition of #TimeWarner https://appleinsider.com/articles/18/06/12/judge-rules-att-can-complete-85b-acquisition-of-time-warner…,2018-06-12T21:35:45.000Z
Comicbook.com,@ComicBook,A judge just approved the mega merger between #TimeWarner and #ATThttp://bit.ly/2t4twZW,2018-06-13T03:22:00.000Z
Julia Chatterley,@jchatterleyCNN,Great work as always @taralach AT&T wins the day - so now what? Worth a read! #TimeWarner #DoJ https://twitter.com/taralach/status/1006679492948058114…,2018-06-12T23:38:10.000Z
Víctor Pavón-Villamayor,@pavonvillamayor,The #ATT acquisition of #TimeWarner has been approved. The approval of this USD 85 billion transaction will represent a major transformation of the #telecommunications landscape. #Mergers #OxfordCompetitionEconomics @OxfordCompEcon #Antitrust #Competition,2018-06-12T21:30:28.000Z
Michael,@CoolChange80,#BillMaher IS NOTHING MORE THAN A #DEMOCRAT PARTY  BUTTBOY . TIME WARNER IS THE ENEMY OF AMERICA . PUT THEM OUT OF BUSINESS.  #TIMEWARNER #HBO,2018-06-09T19:15:16.000Z
Bryonny,@BryonnyM,"@TBSNetwork #TimeWarner & All Key Executives: @ABCSamantha Bee is Just The Latest in A LONG LIST of Perverse, LEFTIST Deviants to SPEW HATEFUL & DISGUSTING Words &Terms on Air.  @therealroseanne#SamanthaBee ONE   of them is still employed ",2018-05-31T20:28:41.000Z
SCOTT WARNER,@ScottWarner18,How am I in Arizona and can’t get the D-backs game on TV to watch my @Dodgers? What is this!!? It’s like I’m in LA dealing with #TimeWarner.  #FAILAt least we’ll be at the game tomorrow. ,2018-04-03T04:30:26.000Z
Emoluments Clause,@Emolclause,"#BREAKING:HEADS UP DEMS-- .@Amy_Siskind says #SinclairBroadcastGroup is part of a well-orchestrated.@GOP MEDIA TAKEOVER PLAN involving among others, the DANGEROUS #KOCH BROTHERS!! SERIOUS!!#TheResistance #TimeWarner #Media #CNN #MSNBC #FoxNews #bbcnews",2018-04-03T00:22:08.000Z
Andy Ostroy,@AndyOstroy,"The leech w/ a history of not paying taxes has the audacity 2 attack @amazon (albeit incorrectly) over taxes. This is about 1 thing & 1 thing only: just like #TimeWarner / #AT&T: revenge against @CNN, @washingtonpost etc which @POTUS deems an enemy. It's an abuse of power #Trump",2018-03-29T15:36:38.000Z
Grace Randolph,@GraceRandolph,"#MorningMovieNews - #StrangerThings3 salaries revealed, update on #ATT and #TimeWarner merger, why #ChrisPratt is listed last on #InfinityWar poster!",2018-03-20T16:36:26.000Z
John Koetsier,@johnkoetsier,"#Netflix, #Hulu, #Amazon, #Apple, and #Facebook are becoming #NBC, #CBS, #TimeWarner, #Fox, and #Discovery. This is just the beginning.",2018-03-12T22:36:12.000Z
Grace Randolph,@GraceRandolph,"Re #TimeWarner “for sale” story - clickbait. IF AT&T deal falls through AND Time Warner decides to breakup divisions for individual sale, almost guaranteed film properties would be part of #WarnerBros package for sale. And Sony rumors? Still waiting for that to happen... ",2018-02-28T21:51:08.000Z
ComicBookMovie.com,@ComicBook_Movie,"If The U.S. Government Blocks The @ATT And #TimeWarner Merger, #WB And @DCComics May Be Sold Separatelyhttps://comicbookmovie.com/batman/if-the-us-government-blocks-the-att-and-time-warner-merger-wb-and-dc-comics-may-be-sold-separately-a158220…",2018-02-28T20:29:59.000Z
The Real_JustJane,@JHanuszczyk,So 45 is okay with #FOXDISNEY merger but not #timewarner ?  We are heading to state run TV like they have in  #russia.,2017-12-15T11:49:30.000Z
SCOTT WARNER,@ScottWarner18,How am I in Arizona and can’t get the D-backs game on TV to watch my @Dodgers? What is this!!? It’s like I’m in LA dealing with #TimeWarner.  #FAILAt least we’ll be at the game tomorrow. ,2018-04-03T04:30:26.000Z
Emoluments Clause,@Emolclause,"#BREAKING:HEADS UP DEMS-- .@Amy_Siskind says #SinclairBroadcastGroup is part of a well-orchestrated.@GOP MEDIA TAKEOVER PLAN involving among others, the DANGEROUS #KOCH BROTHERS!! SERIOUS!!#TheResistance #TimeWarner #Media #CNN #MSNBC #FoxNews #bbcnews",2018-04-03T00:22:08.000Z
Andy Ostroy,@AndyOstroy,"The leech w/ a history of not paying taxes has the audacity 2 attack @amazon (albeit incorrectly) over taxes. This is about 1 thing & 1 thing only: just like #TimeWarner / #AT&T: revenge against @CNN, @washingtonpost etc which @POTUS deems an enemy. It's an abuse of power #Trump",2018-03-29T15:36:38.000Z
Grace Randolph,@GraceRandolph,"#MorningMovieNews - #StrangerThings3 salaries revealed, update on #ATT and #TimeWarner merger, why #ChrisPratt is listed last on #InfinityWar poster!",2018-03-20T16:36:26.000Z
John Koetsier,@johnkoetsier,"#Netflix, #Hulu, #Amazon, #Apple, and #Facebook are becoming #NBC, #CBS, #TimeWarner, #Fox, and #Discovery. This is just the beginning.",2018-03-12T22:36:12.000Z
Grace Randolph,@GraceRandolph,"Re #TimeWarner “for sale” story - clickbait. IF AT&T deal falls through AND Time Warner decides to breakup divisions for individual sale, almost guaranteed film properties would be part of #WarnerBros package for sale. And Sony rumors? Still waiting for that to happen... ",2018-02-28T21:51:08.000Z
ComicBookMovie.com,@ComicBook_Movie,"If The U.S. Government Blocks The @ATT And #TimeWarner Merger, #WB And @DCComics May Be Sold Separatelyhttps://comicbookmovie.com/batman/if-the-us-government-blocks-the-att-and-time-warner-merger-wb-and-dc-comics-may-be-sold-separately-a158220…",2018-02-28T20:29:59.000Z
The Real_JustJane,@JHanuszczyk,So 45 is okay with #FOXDISNEY merger but not #timewarner ?  We are heading to state run TV like they have in  #russia.,2017-12-15T11:49:30.000Z
Haley DeGreve,@hdegreve13,"If you aren’t already pissed, here’s a reason to be. Why do we pay almost 4x more for internet when it’s almost 2x slower than other countries? Answer: Giant corporations like @ATT @verizon #TimeWarner #Charter @comcast control the market. We have no choice. #NetNeutrality",2017-12-14T20:54:37.000Z
Andy Ostroy,@AndyOstroy,".@realdonaldtrump... I'm sure this biased, rage-filled tweet will be very helpful in your @twxcorp @ATT anti-trust suit.... #dotard #trump #Att #TimeWarner @cnn",2017-11-29T12:49:15.000Z
Michael Smerconish,@smerconish,What is the primary motive of the Justice Department in attempting to block the @ATT bid for #TimeWarner? Vote now at http://Smerconish.com #Poll,2017-11-21T15:43:26.000Z
Glenn Kessler,@GlennKesslerWP,A compelling case by @jameshohmann about why the @JusticeATR move to block the #TimeWarner AT&T merger smells  --->,2017-11-21T13:18:22.000Z
Jennifer Westhoven,@JenWesthoven,It's on. The Justice Dept will sue to block the proposed union of AT&T and #TimeWarner (parent of us here at HLN). Read the DOJ's side of the case: https://justice.gov/atr/case-document/file/1012916/download…,2017-11-21T10:07:49.000Z
RT America,@RT_America,#Trump administration filed civil antitrust lawsuit to block AT&T from acquiring #TimeWarner for $85.4bn,2017-11-21T04:31:23.000Z
Miss Myrtle Resists,@MissMyrtle2,"4. #Maddow NOW Trump is interfering in #TimeWarner sale - holding #CNN hostage. Today, the #MuellerInvestigation subpoenaed the #DOJ for documents related to #Comey firing #Sessions recusal etc.. Is your head exploding yet?",2017-11-21T02:24:03.000Z
#ForAll ,@GarrettShorr,"Crunch time, @TomPerez and @TheDemocrats.Don't you start defending the AT&T/Time Warner merger because Trump is opposing it.Media consolidation is bad. Full stop.#ATT #TimeWarner #Antitrust",2017-11-21T01:25:41.000Z
Kambree,@KamVTV,WHERE IS JEFF SESSIONS?@CharlieRose #TimeWarner #MAGA,2017-11-21T01:18:18.000Z
Kambree,@KamVTV,Mueller Demanding Documents from Justice Department. Now they want emails about Comey being fired! I thought this was RUSSIA INVESTIGATION! #WitchHunt#CharlieRose #TimeWarner,2017-11-21T01:02:09.000Z
Mark Hughes,@markhughesfilms,"...& then we need to consider the #JusticeLeague situation alongside the #DOJ antitrust lawsuit against #ATT-#TimeWarner merger, & how it all points to certain options & possible outcomes for the #DCEU...",2017-11-21T00:17:47.000Z
Mark Hughes,@markhughesfilms,"And here is the second, more disturbing assessment a/b #JusticeLeague, #DOJ attack on #TimeWarner-#ATT merger, & the fate of the #DCEU. Time to get real and speak bluntly, folks, so strap in for this one, it's not pleasant...",2017-11-20T23:59:25.000Z
CNN Today,@cnntoday,“Vertical mergers are seen as benefiting consumers.”- @DylanByers on #DOJ tries to block #timewarner #ATT merger,2017-11-20T23:47:46.000Z
Elisabeth D'Armiento,@thedeadlydonald,Trump is now trying to get CNN sold. He has tweeted about CNN 445 times. He has tweeted about Obama & Hillary 200 times combined. He's got an obsession with the NFL. No wonder Tillerson & McMaster call him a moron out loud #TrumpIsAMoron #1A #Timewarner,2017-11-20T23:36:38.000Z
Diana ,@DMR09,Watching Randall Stephenson speak re: #TimeWarner at my mom’s. Having a hard time hearing because my 80 yo mom is screaming at the TV about what an asshole Trump is,2017-11-20T22:44:22.000Z
Oxford Competition Economics,@OxfordCompEcon,"The US Department of Justice will block #ATT 85.4 USD billion deal for #TimeWarner, arguing that the #merger of AT&T´s #DirecTV (television) with TW´s key content like #CNN and #HBO would lead to higher prices & hinder innovation for video distribution @pavonvillamayor #Antitrust",2017-11-20T22:36:29.000Z
"<div aria-label=""💫"" class=""css-1dbjc4n r-xoduu5 r-1mlwlqe r-1d2f490 r-1udh08x r-u8s1d r-h9hxbl r-417010"" style=""height: 1.2em;""><div class=""css-1dbjc4n r-1niwhzg r-vvn4in r-u6sd8q r-x3cy2q r-1p0dtai r-xoduu5 r-1pi2tsx r-1d2f490 r-u8s1d r-zchlnj r-ipm5af r-13qz1uu r-1wyyakw"" style='background-image: url(""https://abs-0.twimg.com/emoji/v2/svg/1f4ab.svg"");'></div><img alt=""💫"" class=""css-9pa8cd"" draggable=""false"" src=""https://abs-0.twimg.com/emoji/v2/svg/1f4ab.svg""/></div>",@SierraWhiskee,#JaredKushner  reportedly told a #TimeWarner  executive to dump 20% of @CNN 's staff. I would have said 100% ! #FakenewsCNNhttp://businessinsider.com/jared-kushner-cnn-staff-2017-11…,2017-11-11T10:30:13.000Z
Jim Hanson,@JimHansonDC,.@CNN scared no one will want to buy their network as #DOJ makes sale a requirement for #TimeWarner & #ATT mergerHaI'll give you a buck two eighty for it,2017-11-10T11:03:37.000Z
Animaeme,@animaeme,"#ATT & #TimeWarner merger is Trump’s pretext to stop CNN’s critical coverage of his administration.  ""Use of antitrust enforcement power to punish CNN for exercise of #1A is impeachable."" -@RWPUSA The time is now to #ImpeachTrump",2017-11-09T06:02:27.000Z
Gary Ray Betz,@GaryRayBetz,Fascist Trump Administration Objects to Big Merger to Punish CNN - #TimeWarner #CNN #ATT #ImpeachTrump,2017-11-09T00:55:22.000Z
Haley DeGreve,@hdegreve13,"If you aren’t already pissed, here’s a reason to be. Why do we pay almost 4x more for internet when it’s almost 2x slower than other countries? Answer: Giant corporations like @ATT @verizon #TimeWarner #Charter @comcast control the market. We have no choice. #NetNeutrality",2017-12-14T20:54:37.000Z
Michael Smerconish,@smerconish,What is the primary motive of the Justice Department in attempting to block the @ATT bid for #TimeWarner? Vote now at http://Smerconish.com #Poll,2017-11-21T15:43:26.000Z
Glenn Kessler,@GlennKesslerWP,A compelling case by @jameshohmann about why the @JusticeATR move to block the #TimeWarner AT&T merger smells  --->,2017-11-21T13:18:22.000Z
Jennifer Westhoven,@JenWesthoven,It's on. The Justice Dept will sue to block the proposed union of AT&T and #TimeWarner (parent of us here at HLN). Read the DOJ's side of the case: https://justice.gov/atr/case-document/file/1012916/download…,2017-11-21T10:07:49.000Z
Miss Myrtle Resists,@MissMyrtle2,"4. #Maddow NOW Trump is interfering in #TimeWarner sale - holding #CNN hostage. Today, the #MuellerInvestigation subpoenaed the #DOJ for documents related to #Comey firing #Sessions recusal etc.. Is your head exploding yet?",2017-11-21T02:24:03.000Z
#ForAll ,@GarrettShorr,"Crunch time, @TomPerez and @TheDemocrats.Don't you start defending the AT&T/Time Warner merger because Trump is opposing it.Media consolidation is bad. Full stop.#ATT #TimeWarner #Antitrust",2017-11-21T01:25:41.000Z
Kambree,@KamVTV,WHERE IS JEFF SESSIONS?@CharlieRose #TimeWarner #MAGA,2017-11-21T01:18:18.000Z
Kambree,@KamVTV,Mueller Demanding Documents from Justice Department. Now they want emails about Comey being fired! I thought this was RUSSIA INVESTIGATION! #WitchHunt#CharlieRose #TimeWarner,2017-11-21T01:02:09.000Z
Mark Hughes,@markhughesfilms,"...& then we need to consider the #JusticeLeague situation alongside the #DOJ antitrust lawsuit against #ATT-#TimeWarner merger, & how it all points to certain options & possible outcomes for the #DCEU...",2017-11-21T00:17:47.000Z
Mark Hughes,@markhughesfilms,"And here is the second, more disturbing assessment a/b #JusticeLeague, #DOJ attack on #TimeWarner-#ATT merger, & the fate of the #DCEU. Time to get real and speak bluntly, folks, so strap in for this one, it's not pleasant...",2017-11-20T23:59:25.000Z
CNN Today,@cnntoday,“Vertical mergers are seen as benefiting consumers.”- @DylanByers on #DOJ tries to block #timewarner #ATT merger,2017-11-20T23:47:46.000Z
Andy Ostroy,@AndyOstroy,".@realdonaldtrump... I'm sure this biased, rage-filled tweet will be very helpful in your @twxcorp @ATT anti-trust suit.... #dotard #trump #Att #TimeWarner @cnn",2017-11-29T12:49:15.000Z
Elisabeth D'Armiento,@thedeadlydonald,Trump is now trying to get CNN sold. He has tweeted about CNN 445 times. He has tweeted about Obama & Hillary 200 times combined. He's got an obsession with the NFL. No wonder Tillerson & McMaster call him a moron out loud #TrumpIsAMoron #1A #Timewarner,2017-11-20T23:36:38.000Z
Diana ,@DMR09,Watching Randall Stephenson speak re: #TimeWarner at my mom’s. Having a hard time hearing because my 80 yo mom is screaming at the TV about what an asshole Trump is,2017-11-20T22:44:22.000Z
Randy Quaid,@RandyRRQuaid,How about passing laws that make Fake News illegal and start charging  #timewarner execs like Jeff Zucker with Real Criminality?,2017-07-01T23:38:26.000Z
Randy Quaid,@RandyRRQuaid,CNN caught red handed. Now that's real news!  Gratifying we have a President who calls it like it is. #maga #draintheswamp #timewarner,2017-06-28T22:20:21.000Z
Daily Caller,@DailyCaller,Time Warner Shareholders Rebuke CNN’s Jeff Bewkes For Network’s Trump Bashing http://trib.al/BMNsOiB #TimeWarner #CNN $TWX,2017-06-18T07:11:05.000Z
Robby Ball,@perfectsliders,CNN CEO Jeff Bewkes came under fire Thursday during #TimeWarner shareholders meeting 4 his network’s overt bias against President #Trump.,2017-06-18T03:19:58.000Z
GodGuns&Trump ,@PatriotByGod,I wonder if this tweet is in response to #TimeWarner backing the Trump Assassination Shakespeare in the Park sick play. #Alexandria,2017-06-14T18:30:17.000Z
GodGuns&Trump ,@PatriotByGod,#timewarner (owner of #CNN ) has refused to back away from the sick Shakespeare in the Park Assassination of Trump. Just an FYI...,2017-06-13T22:58:51.000Z
Trump Is My POTUS2020!,@angeloftruth11,#timewarner the parent company of #CNN and @AmericanExpress still sponsoring The NYC Theater producing assassination of @POTUS. BOYCOTT THEM,2017-06-13T01:15:21.000Z
Kate Davis,@KateLDav,Fake News #CNN hosts only can interview each other now :). Great! Our goal is make #CNN go bankrupt! And its parent company #TimeWarner !,2017-06-06T05:02:28.000Z
Randy Quaid,@RandyRRQuaid,How about passing laws that make Fake News illegal and start charging  #timewarner execs like Jeff Zucker with Real Criminality?,2017-07-01T23:38:26.000Z
Randy Quaid,@RandyRRQuaid,CNN caught red handed. Now that's real news!  Gratifying we have a President who calls it like it is. #maga #draintheswamp #timewarner,2017-06-28T22:20:21.000Z
Daily Caller,@DailyCaller,Time Warner Shareholders Rebuke CNN’s Jeff Bewkes For Network’s Trump Bashing http://trib.al/BMNsOiB #TimeWarner #CNN $TWX,2017-06-18T07:11:05.000Z
Robby Ball,@perfectsliders,CNN CEO Jeff Bewkes came under fire Thursday during #TimeWarner shareholders meeting 4 his network’s overt bias against President #Trump.,2017-06-18T03:19:58.000Z
GodGuns&Trump ,@PatriotByGod,I wonder if this tweet is in response to #TimeWarner backing the Trump Assassination Shakespeare in the Park sick play. #Alexandria,2017-06-14T18:30:17.000Z
GodGuns&Trump ,@PatriotByGod,#timewarner (owner of #CNN ) has refused to back away from the sick Shakespeare in the Park Assassination of Trump. Just an FYI...,2017-06-13T22:58:51.000Z
GodGuns&Trump ,@PatriotByGod,#timewarner (owner of #CNN ) has refused to back away from the sick Shakespeare in the Park Assassination of Trump. Just an FYI...,2017-06-13T22:58:51.000Z
Trump Is My POTUS2020!,@angeloftruth11,#timewarner the parent company of #CNN and @AmericanExpress still sponsoring The NYC Theater producing assassination of @POTUS. BOYCOTT THEM,2017-06-13T01:15:21.000Z
Kate Davis,@KateLDav,Fake News #CNN hosts only can interview each other now :). Great! Our goal is make #CNN go bankrupt! And its parent company #TimeWarner !,2017-06-06T05:02:28.000Z
Daily Caller,@DailyCaller,Time Warner Shareholders Rebuke CNN’s Jeff Bewkes For Network’s Trump Bashing http://trib.al/BMNsOiB #TimeWarner #CNN $TWX,2017-06-18T07:11:05.000Z
"3rd Brigade Combat Team, 82nd Abn Div",@PantherBrigade,Our @82ndABNDiv Paratroopers are always in high demand for a great story. #TimeWarner #News interviews  Sgt. Tyler Underwood from 1-505 PIR,2017-05-18T14:15:29.000Z
jeroen blokland,@jsblokland,"So, with its massive cash pile #Apple could by #TimeWarner, #Netflix, #Uber and #Tesla all at once!",2017-05-02T11:59:31.000Z
Erica Hill,@EricaRHill,Getting ready for their 15 minutes! Just a few of the 70+ #TimeWarner offspring in NY for #TakeYourKidsToWorkDay,2017-04-27T20:50:31.000Z
Shaun Maguire,@shaunmmaguire,I just had a fun game of call center pinball with #timewarner. The depth of incompetency is staggering... time to break up some monopolies?,2017-04-20T01:57:05.000Z
RHCP Stuff,@RHCPStuff,"A few more minutes, Charlotte!#RHCP #RHCP2017 #RHCPLive#TheGetawayTour #RHCPUSA#RedHotChiliPeppers #Charlotte#SpectrumCenter #TimeWarner",2017-04-18T01:27:56.000Z
"Rachel Thompson, Sharing Uncomfortable Truths ",@RachelintheOC,"Yo, @People: When will you stop featuring child molesters and those who support them? Guess your #TimeWarner #Discovery deal precludes that.",2017-04-02T19:04:24.000Z
Aisha Tyler,@aishatyler,"Dear #TimeWarner @GetSpectrum cable: your new UI is unadulterated crap. DVR eps out of order, new content buried in ""other episodes""... 1/2",2017-03-28T01:14:14.000Z
Angelica Merie Amarand 905175,@AngelicaAmarand,thanks for following me @angelicaamarand  im on http://iastra.net join me #nbc #cbs #abc #timewarner #warnerbros #aol #yahoo #google,2017-03-26T09:00:27.000Z
yvette nicole brown,@YNB,"Wait, you work at @GetSpectrum @DaDesertFoxx?! Jocelyn! No! I have #TimeWarner #Spectrum! Do they know you publicly call people n*gger? ",2017-03-16T09:57:39.000Z
FocusVision,@FocusVisionInfo,The many views of #FV360! Observe behind the scenes with @SchlesConnect at the #timewarner Media Lab in #NYC #mrx,2017-03-03T20:55:54.000Z
ItalianMomQTrump,@LoveThyTrump,Finally #timewarner needs to get rid of this untruthful biased propoganda they want to call themselves journalist. Never #cnn,2017-02-27T03:16:40.000Z
Nick De Luca,@Nickdeluca2016,@cnn days are numbered! Soon #FakenewsCNN will have zero sponsers. Zucker has ruined the network #timewarner getting ready to dump #CNN,2017-02-24T16:18:54.000Z
NickiMinaj 9.94152172,@niki_minaje,#President #Trump Live #Iastra  http://iastratv.com/2017/02/president-donald-trump-live/#.WK3JuyTknZA.twitter… #usa #uk #college #edu #nbc #abc #timewarner #warnerbros #aol #google #facebook,2017-02-22T17:28:56.000Z
Brad Everett Young,@BradEYoung,'I Have The Power!' Well I have my power again! :) But internet is still down! Come on @GetSpectrum Ur supposed 2 be better than #TimeWarner,2017-02-19T01:04:43.000Z
Jon Óttar,@jonothar,#JaredKushner SWELLS THE SWAMP by smearing #CNN to parent co. #timewarner at time of sensitive  #AT&T merger! Ugh!  http://m.dailykos.com/stories/1634939,2017-02-18T01:30:49.000Z
Galoot County News,@galootcounty,"Get the entire fuck out of here, Jered. #Kushner #CNN #FCC #TimeWarner #FollowTheStench #journalismmatters #DoYourJob #stopwhiningtrump",2017-02-17T05:27:45.000Z
Awakenings,@WilMadison,"Same can be said of Comcast, Chris Matthews, Joe Scarborough entire drive time lineups of all 5 platforms on Comcast and #CNN #TimeWarner",2017-02-03T13:22:48.000Z
Randy Mac,@RandyNBCLA,"#TimeWarner (Charter) complaints the company's advertised internet speed isn't quite as fast as it claims, what that means 4 u @445 @NBCLA",2017-02-02T00:27:27.000Z
Caleb Hitt,@CALEBHITT,Trump Kills MSM Today -Time Warner Collapsing https://youtu.be/ooYVOrOZgSQ via @YouTube #TrumpPressConference #TimeWarner #FakeNews,2017-01-12T04:22:00.000Z
Maria Bartiromo,@MariaBartiromo,Joining @MorningsMaria @FoxBusiness now @bobwrightnbc #CelebrityApprentice #timewarner #att #Moonshot #cancerbreakthrough,2016-12-14T12:49:07.000Z
David Davidson,@4the1789uscons1,"#ATT & #timewarner do not need to merge, they need to compete, rise and fall on their own individual merits. Period. #NoMerger #ATTTW",2016-12-07T18:11:37.000Z
AP Business News,@APBusiness,"Before Congress, #TimeWarner #ATT say their $85.4B merger will boost innovation, not quash competition. @AP reports. http://apne.ws/2h30IKy",2016-12-07T15:39:47.000Z
Mike Lee,@SenMikeLee,The analysis of #ATT\#TimeWarner merger should focus on maximizing consumer welfare by protecting competition: http://lee.senate.gov/public/index.cfm/speeches?ID=AA643111-DA82-4410-8FC1-503AE544B5BC…,2016-12-07T15:06:13.000Z
Acquitted for Life Suzy,@suzydymna,"The #CorruptMedia ITSELF, led by #TimeWarner which ownes @CNN & others, that has divided the nation with their LIES & smears.#DrainTheSwamp",2016-12-07T14:47:21.000Z
Sally Bundock,@SallyBundockBBC,Morning. We are talking AT&T #TimeWarner mega merger - will competition authorities make demands? Plus #India interest rates and #Softbank,2016-12-07T05:24:09.000Z
Scottie Nell Hughes,@scottienhughes,#JefferyBewkes has me intrigued after reading this assessment on free speech & politics @CNN #TimeWarner http://hollywoodreporter.com/news/time-warner-ceo-jeffrey-bewkes-says-democrats-were-bigger-first-amendment-threat-trump-953267…,2016-12-07T05:21:14.000Z
Jeffrey Ventre,@jeffrey_ventre,The lack of #NoDAPL #msm coverage proves @maddow @cnn @FoxNews are hacks 4 their corporate masters #comcast #timewarner etc#FakeNewsMedia,2016-12-04T20:38:38.000Z
Truthout,@truthout,These Professors Make More Than a Thousand Bucks an Hour Peddling Mega-Mergers http://truth-out.org/news/item/38504-these-professors-make-more-than-a-thousand-bucks-an-hour-peddling-mega-mergers… #timewarner,2016-11-26T15:50:01.000Z
Rokas Beresniovas,@beresniovas,The administration should kill the #TimeWarner @ATT merger. This deal would mean higher prices and fewer choices for the American people.,2016-11-15T00:30:02.000Z
TRUTHasIcIt1,@TruthasIcIt1,#AMERICA: Call any company that you see advertising on #CNN #MSNBC and vow to buy the competitors products. Call #DISNEY #ATT #TimeWarner $$,2016-11-12T17:00:30.000Z
Ross Morley,@RossMorley,Who knew!?! https://lnkd.in/ehq2sE2 #bigdata #surveillance #Privacy #analytics #NSA #telecom #Internet #IoT #AI #TimeWarner #CIO #CEO #CISO,2016-11-11T16:14:25.000Z
Mobile World Live,@mobileworldlive,Video interview: @ATT's Glenn Lurie on the #TimeWarner deal. And #5G! http://mwl.me/2fGcHfD @MobilityLive #GSMAMobilityLive #DIRECTV,2016-11-10T20:06:31.000Z
Vertix Consulting,@VertixConsult,Adding #timewarner’s #cnn & #HBO? Not without #FCC approval you’re not http://bit.ly/2evWX0U,2016-11-10T19:23:52.000Z
#Bernie2020 ,@babushka_tasi,"wow, brought to you by the Corporate fascist pigs #Clintons #Soros #Comcast #TimeWarner - go cover #NoDAPL #StandingRock. PRIORITIES ASSHOLE",2016-11-10T17:50:16.000Z
Rita Kumuryan,@GCRNFade2Black,Internet outage #timewarner tick tock...we have a show to run #f2b,2016-11-09T23:39:50.000Z
Mama Ritchie,@VMHS_Ritchie,#timewarner can't send a repairmen until tomorrow. Don't they know election night is like the Super Bowl in my house? ,2016-11-08T19:34:44.000Z
YouThisMe,@YouThisMe,A Huge Victory for Online #Privacy Advocates via @BillMoyersHQ http://ow.ly/APMn305WObH #ATT #TimeWarner #FCC #BigData #DataProtection,2016-11-08T16:25:11.000Z
Truthout,@truthout,Here's Why Our Next President Should Block AT&T's #TimeWarner Tie-Up http://truth-out.org/news/item/38233-here-s-why-our-next-president-should-block-at-t-s-time-warner-tie-up…,2016-11-05T17:50:01.000Z
Shadz,@Shadz66Shadz6t6,#TimeWarner's merger w/#ATT means anyone using their services can be profiled for adverts & propaganda! @girlziplocked #FridayFeeling #USA?!,2016-11-04T22:18:11.000Z
Julie Jeanne Tyler,@juliejtyler,I'm voting #YESon59 2 #OverturnCitizensUnited #MyDemocracyIsNotForSale #Chase #TimeWarner & #Monsanto 's vote not more imprtnt than mine!,2016-11-03T01:05:12.000Z
David Davidson,@4the1789uscons1,"#ATT & #timewarner do not need to merge, they need to compete, rise and fall on their own individual merits. Period. #NoMerger #ATTTW",2016-12-07T18:11:37.000Z
Vertix Consulting,@VertixConsult,Adding #timewarner’s #cnn & #HBO? Not without #FCC approval you’re not http://bit.ly/2evWX0U,2016-11-10T19:23:52.000Z
#Bernie2020 ,@babushka_tasi,"wow, brought to you by the Corporate fascist pigs #Clintons #Soros #Comcast #TimeWarner - go cover #NoDAPL #StandingRock. PRIORITIES ASSHOLE",2016-11-10T17:50:16.000Z
Mike Lee,@SenMikeLee,The analysis of #ATT\#TimeWarner merger should focus on maximizing consumer welfare by protecting competition: http://lee.senate.gov/public/index.cfm/speeches?ID=AA643111-DA82-4410-8FC1-503AE544B5BC…,2016-12-07T15:06:13.000Z
Acquitted for Life Suzy,@suzydymna,"The #CorruptMedia ITSELF, led by #TimeWarner which ownes @CNN & others, that has divided the nation with their LIES & smears.#DrainTheSwamp",2016-12-07T14:47:21.000Z
Sally Bundock,@SallyBundockBBC,Morning. We are talking AT&T #TimeWarner mega merger - will competition authorities make demands? Plus #India interest rates and #Softbank,2016-12-07T05:24:09.000Z
Scottie Nell Hughes,@scottienhughes,#JefferyBewkes has me intrigued after reading this assessment on free speech & politics @CNN #TimeWarner http://hollywoodreporter.com/news/time-warner-ceo-jeffrey-bewkes-says-democrats-were-bigger-first-amendment-threat-trump-953267…,2016-12-07T05:21:14.000Z
Jeffrey Ventre,@jeffrey_ventre,The lack of #NoDAPL #msm coverage proves @maddow @cnn @FoxNews are hacks 4 their corporate masters #comcast #timewarner etc#FakeNewsMedia,2016-12-04T20:38:38.000Z
Truthout,@truthout,These Professors Make More Than a Thousand Bucks an Hour Peddling Mega-Mergers http://truth-out.org/news/item/38504-these-professors-make-more-than-a-thousand-bucks-an-hour-peddling-mega-mergers… #timewarner,2016-11-26T15:50:01.000Z
Rokas Beresniovas,@beresniovas,The administration should kill the #TimeWarner @ATT merger. This deal would mean higher prices and fewer choices for the American people.,2016-11-15T00:30:02.000Z
TRUTHasIcIt1,@TruthasIcIt1,#AMERICA: Call any company that you see advertising on #CNN #MSNBC and vow to buy the competitors products. Call #DISNEY #ATT #TimeWarner $$,2016-11-12T17:00:30.000Z
Ross Morley,@RossMorley,Who knew!?! https://lnkd.in/ehq2sE2 #bigdata #surveillance #Privacy #analytics #NSA #telecom #Internet #IoT #AI #TimeWarner #CIO #CEO #CISO,2016-11-11T16:14:25.000Z
